Провод,Наружный диаметр,Минимальный радиус изгиба,Диапазон рабочих температур,Ссылка,Расшифровка
"ПВ2-ХЛ 6,0","4,9 мм",5 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv2-hl/pv2-hl-6-0,"П: провод  В: изоляция из ПВХ пластиката  2: 2 класс гибкости провода  ХЛ: холодостойкое исполнение  6,0: номинальное сечение жилы 6,0 мм2  "
ПВ2-ХЛ 70,"15,0 мм",5 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv2-hl/pv2-hl-70,П: провод  В: изоляция из ПВХ пластиката  2: 2 класс гибкости провода  ХЛ: холодостойкое исполнение  70: номинальное сечение жилы 70 мм2  
"ПВ2-ХЛ 8,0","5,8 мм",5 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv2-hl/pv2-hl-8-0,"П: провод  В: изоляция из ПВХ пластиката  2: 2 класс гибкости провода  ХЛ: холодостойкое исполнение  8,0: номинальное сечение жилы 8,0 мм2  "
ПВ2-ХЛ 95,"17,0 мм",5 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv2-hl/pv2-hl-95,П: провод  В: изоляция из ПВХ пластиката  2: 2 класс гибкости провода  ХЛ: холодостойкое исполнение  95: номинальное сечение жилы 95 мм2  
"ПВ3 0,5","2,6 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%923+0%2C5,"П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  0,5: номинальное сечение жилы 0,5 мм2  "
"ПВ3 0,75","2,8 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%923+0%2C75,"П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  0,75: номинальное сечение жилы 0,75 мм2  "
"ПВ3 1,0","3,0 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%923+1%2C0,"П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  1,0: номинальное сечение жилы 1,0 мм2  "
"ПВ3 1,5","3,4 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%923+1%2C5,"П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  1,5: номинальное сечение жилы 1,5 мм2  "
ПВ3 10,"7,6 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%923+10,П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  10: номинальное сечение жилы 10 мм2  
ПВ3 120 *,"22,0 мм",5 наружных диаметров,−50...+70 °C,,П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  120: номинальное сечение жилы 120 мм2  
ПВ3 150 *,"24,0 мм",5 наружных диаметров,−50...+70 °C,,П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  150: номинальное сечение жилы 150 мм2  
ПВ3 16,"8,8 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%923+16,П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  16: номинальное сечение жилы 16 мм2  
ПВ3 185 *,"26,5 мм",5 наружных диаметров,−50...+70 °C,,П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  185: номинальное сечение жилы 185 мм2  
"ПВ3 2,5","4,2 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%923+2%2C5,"П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  2,5: номинальное сечение жилы 2,5 мм2  "
ПВ3 240 *,"30,0 мм",5 наружных диаметров,−50...+70 °C,,П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  240: номинальное сечение жилы 240 мм2  
ПВ3 25,"11,0 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%923+25,П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  25: номинальное сечение жилы 25 мм2  
"ПВ3 3,0","4,4 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%923+3%2C0,"П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  3,0: номинальное сечение жилы 3,0 мм2  "
ПВ3 35,"12,5 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%923+35,П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  35: номинальное сечение жилы 35 мм2  
"ПВ3 4,0","4,8 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%923+4%2C0,"П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  4,0: номинальное сечение жилы 4,0 мм2  "
"ПВ3 6,0","6,3 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%923+6%2C0,"П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  6,0: номинальное сечение жилы 6,0 мм2  "
ПВ3 70,"17,0 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%923+70,П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  70: номинальное сечение жилы 70 мм2  
ПВ3 95,"19,0 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%923+95,П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  95: номинальное сечение жилы 95 мм2  
"ПВ3-ХЛ 1,0","3,0 мм",5 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%923-%D0%A5%D0%9B+1%2C0,"П: провод  В: изоляция из ПВХ пластиката  3: 3 класс гибкости провода  ХЛ: холодостойкое исполнение  1,0: номинальное сечение жилы 1,0 мм2  "
"ПВ4 0,5","2,6 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%924+0%2C5,"П: провод  В: изоляция из ПВХ пластиката  4: 4 класс гибкости провода  0,5: номинальное сечение жилы 0,5 мм2  "
"ПВ4 0,75","2,8 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%924+0%2C75,"П: провод  В: изоляция из ПВХ пластиката  4: 4 класс гибкости провода  0,75: номинальное сечение жилы 0,75 мм2  "
"ПВ4 1,0","3,0 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%924+1%2C0,"П: провод  В: изоляция из ПВХ пластиката  4: 4 класс гибкости провода  1,0: номинальное сечение жилы 1,0 мм2  "
"ПВ4 1,5","3,5 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%924+1%2C5,"П: провод  В: изоляция из ПВХ пластиката  4: 4 класс гибкости провода  1,5: номинальное сечение жилы 1,5 мм2  "
ПВ4 10,"7,6 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%924+10,П: провод  В: изоляция из ПВХ пластиката  4: 4 класс гибкости провода  10: номинальное сечение жилы 10 мм2  
"ПВ4 2,5","4,2 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%924+2%2C5,"П: провод  В: изоляция из ПВХ пластиката  4: 4 класс гибкости провода  2,5: номинальное сечение жилы 2,5 мм2  "
"ПВ4 4,0","4,8 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%924+4%2C0,"П: провод  В: изоляция из ПВХ пластиката  4: 4 класс гибкости провода  4,0: номинальное сечение жилы 4,0 мм2  "
"ПВ4 6,0","6,3 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%924+6%2C0,"П: провод  В: изоляция из ПВХ пластиката  4: 4 класс гибкости провода  6,0: номинальное сечение жилы 6,0 мм2  "
"ПВ4-ХЛ 0,5","2,6 мм",5 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv4-hl/pv4-hl-0-5,"П: провод  В: изоляция из ПВХ пластиката  4: 4 класс гибкости провода  ХЛ: холодостойкое исполнение  0,5: номинальное сечение жилы 0,5 мм2  "
"ПВ4-ХЛ 0,75","2,8 мм",5 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv4-hl/pv4-hl-0-75,"П: провод  В: изоляция из ПВХ пластиката  4: 4 класс гибкости провода  ХЛ: холодостойкое исполнение  0,75: номинальное сечение жилы 0,75 мм2  "
"ПВ4-ХЛ 1,0","3,0 мм",5 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv4-hl/pv4-hl-1-0,"П: провод  В: изоляция из ПВХ пластиката  4: 4 класс гибкости провода  ХЛ: холодостойкое исполнение  1,0: номинальное сечение жилы 1,0 мм2  "
"ПВ4-ХЛ 1,5","3,5 мм",5 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv4-hl/pv4-hl-1-5,"П: провод  В: изоляция из ПВХ пластиката  4: 4 класс гибкости провода  ХЛ: холодостойкое исполнение  1,5: номинальное сечение жилы 1,5 мм2  "
ПВ4-ХЛ 10,"7,6 мм",5 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv4-hl/pv4-hl-10,П: провод  В: изоляция из ПВХ пластиката  4: 4 класс гибкости провода  ХЛ: холодостойкое исполнение  10: номинальное сечение жилы 10 мм2  
"ПВ4-ХЛ 2,5","4,2 мм",5 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv4-hl/pv4-hl-2-5,"П: провод  В: изоляция из ПВХ пластиката  4: 4 класс гибкости провода  ХЛ: холодостойкое исполнение  2,5: номинальное сечение жилы 2,5 мм2  "
"ПВ4-ХЛ 4,0","4,8 мм",5 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv4-hl/pv4-hl-4-0,"П: провод  В: изоляция из ПВХ пластиката  4: 4 класс гибкости провода  ХЛ: холодостойкое исполнение  4,0: номинальное сечение жилы 4,0 мм2  "
"ПВ4-ХЛ 6,0","6,3 мм",5 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/pv4-hl/pv4-hl-6-0,"П: провод  В: изоляция из ПВХ пластиката  4: 4 класс гибкости провода  ХЛ: холодостойкое исполнение  6,0: номинальное сечение жилы 6,0 мм2  "
"ПВнг 0,5",,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-0-5,"провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 0,5 мм2  "
"ПВнг 0,75",,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-0-75,"провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 0,75 мм2  "
"ПВнг 1,0",,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-1-0,"провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 1,0 мм2  "
"ПВнг 1,2",,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-1-2,"провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 1,2 мм2  "
"ПВнг 1,5",,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-1-5,"провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 1,5 мм2  "
ПВнг 10,,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-10,провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 10 мм2  
ПВнг 120,,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-120,провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 120 мм2  
ПВнг 150,,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-150,провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 150 мм2  
ПВнг 16,,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-16,провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 16 мм2  
ПВнг 185,,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-185,провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 185 мм2  
"ПВнг 2,0",,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-2-0,"провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 2,0 мм2  "
"ПВнг 2,5",,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-2-5,"провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 2,5 мм2  "
ПВнг 240,,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-240,провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 240 мм2  
ПВнг 25,,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-25,провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 25 мм2  
"ПВнг 3,0",,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-3-0,"провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 3,0 мм2  "
ПВнг 35,,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-35,провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 35 мм2  
"ПВнг 4,0",,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-4-0,"провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 4,0 мм2  "
"ПВнг 5,0",,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-5-0,"провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 5,0 мм2  "
ПВнг 50,,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-50,провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 50 мм2  
"ПВнг 6,0",,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-6-0,"провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 6,0 мм2  "
ПВнг 70,,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-70,провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 70 мм2  
"ПВнг 8,0",,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-8-0,"провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 8,0 мм2  "
ПВнг 95,,5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/pvng/pvng-95,провод  изоляция из ПВХ пластиката пониженной горючести  номинальное сечение жилы 95 мм2  
"ППВ 2х1,0","2,8х6,8 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%9F%D0%92+2%D1%851%2C0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  2: 2 жилы  1,0: номинальное сечение жилы 1,0 мм2  "
"ППВ 2х1,5","3,3х7,8 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%9F%D0%92+2%D1%851%2C5,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  2: 2 жилы  1,5: номинальное сечение жилы 1,5 мм2  "
"ППВ 2х2,5","3,9х9,0 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%9F%D0%92+2%D1%852%2C5,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  2: 2 жилы  2,5: номинальное сечение жилы 2,5 мм2  "
"ППВ 2х4,0","4,4х10,0 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%9F%D0%92+2%D1%854%2C0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  2: 2 жилы  4,0: номинальное сечение жилы 4,0 мм2  "
"ППВ 2х6,0 *","4,9х11,0 мм",10 наружных диаметров,−50...+70 °C,,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  2: 2 жилы  6,0: номинальное сечение жилы 6,0 мм2  "
"ППВ 3х0,75","2,6х10,2 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%9F%D0%92+3%D1%850%2C75,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  3: 3 жилы  0,75: номинальное сечение жилы 0,75 мм2  "
"ППВ 3х1,5","3,3х12,3 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%9F%D0%92+3%D1%851%2C5,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  3: 3 жилы  1,5: номинальное сечение жилы 1,5 мм2  "
"ППВ 3х2,5","3,9х14,1 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%9F%D0%92+3%D1%852%2C5,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  3: 3 жилы  2,5: номинальное сечение жилы 2,5 мм2  "
"ППВ 3х4,0","4,4х15,6 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%9F%D0%92+3%D1%854%2C0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  3: 3 жилы  4,0: номинальное сечение жилы 4,0 мм2  "
"ППВ 3х6,0 *","4,9х17,1 мм",10 наружных диаметров,−50...+70 °C,,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  3: 3 жилы  6,0: номинальное сечение жилы 6,0 мм2  "
"ППВ-ХЛ 2х0,75","2,6х6,4 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-2h0-75,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  2: 2 жилы  0,75: номинальное сечение жилы 0,75 мм2  "
"ППВ-ХЛ 2х1,0","2,8х6,8 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-2h1-0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  2: 2 жилы  1,0: номинальное сечение жилы 1,0 мм2  "
"ППВ-ХЛ 2х1,2","3,1х7,4 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-2h1-2,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  2: 2 жилы  1,2: номинальное сечение жилы 1,2 мм2  "
"ППВ-ХЛ 2х1,5","3,3х7,8 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-2h1-5,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  2: 2 жилы  1,5: номинальное сечение жилы 1,5 мм2  "
"ППВ-ХЛ 2х2,0","3,7х8,6 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-2h2-0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  2: 2 жилы  2,0: номинальное сечение жилы 2,0 мм2  "
"ППВ-ХЛ 2х2,5","3,9х9,0 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-2h2-5,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  2: 2 жилы  2,5: номинальное сечение жилы 2,5 мм2  "
"ППВ-ХЛ 2х3,0","4,0х9,2 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-2h3-0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  2: 2 жилы  3,0: номинальное сечение жилы 3,0 мм2  "
"ППВ-ХЛ 2х4,0","4,4х10,0 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-2h4-0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  2: 2 жилы  4,0: номинальное сечение жилы 4,0 мм2  "
"ППВ-ХЛ 3х0,75","2,6х10,2 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-3h0-75,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  3: 3 жилы  0,75: номинальное сечение жилы 0,75 мм2  "
"ППВ-ХЛ 3х1,0","2,8х10,8 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-3h1-0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  3: 3 жилы  1,0: номинальное сечение жилы 1,0 мм2  "
"ППВ-ХЛ 3х1,2","3,1х11,7 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-3h1-2,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  3: 3 жилы  1,2: номинальное сечение жилы 1,2 мм2  "
"ППВ-ХЛ 3х1,5","3,3х12,3 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-3h1-5,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  3: 3 жилы  1,5: номинальное сечение жилы 1,5 мм2  "
"ППВ-ХЛ 3х2,0","3,7х13,5 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-3h2-0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  3: 3 жилы  2,0: номинальное сечение жилы 2,0 мм2  "
"ППВ-ХЛ 3х2,5","3,9х14,1 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-3h2-5,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  3: 3 жилы  2,5: номинальное сечение жилы 2,5 мм2  "
"ППВ-ХЛ 3х3,0","4,0х14,4 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-3h3-0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  3: 3 жилы  3,0: номинальное сечение жилы 3,0 мм2  "
"ППВ-ХЛ 3х4,0","4,4х15,6 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-3h4-0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  3: 3 жилы  4,0: номинальное сечение жилы 4,0 мм2  "
"ПуВ 0,5","2,0 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+0%2C5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  0,5: номинальное сечение жилы 0,5 мм2  "
"ПуВ 0,75","2,2 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+0%2C75,"Пу: провод установочный  В: изоляция из ПВХ пластиката  0,75: номинальное сечение жилы 0,75 мм2  "
"ПуВ 1,0","2,3 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+1%2C0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  1,0: номинальное сечение жилы 1,0 мм2  "
"ПуВ 1,5","2,8 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+1%2C5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  1,5: номинальное сечение жилы 1,5 мм2  "
ПуВ 10,"5,6 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+10,Пу: провод установочный  В: изоляция из ПВХ пластиката  10: номинальное сечение жилы 10 мм2  
ПуВ 120,"17,4 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+120,Пу: провод установочный  В: изоляция из ПВХ пластиката  120: номинальное сечение жилы 120 мм2  
ПуВ 150,"19,4 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+150,Пу: провод установочный  В: изоляция из ПВХ пластиката  150: номинальное сечение жилы 150 мм2  
ПуВ 16,"7,1 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+16,Пу: провод установочный  В: изоляция из ПВХ пластиката  16: номинальное сечение жилы 16 мм2  
ПуВ 185,"21,6 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+185,Пу: провод установочный  В: изоляция из ПВХ пластиката  185: номинальное сечение жилы 185 мм2  
"ПуВ 2,5","3,4 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+2%2C5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  2,5: номинальное сечение жилы 2,5 мм2  "
ПуВ 25,"8,8 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+25,Пу: провод установочный  В: изоляция из ПВХ пластиката  25: номинальное сечение жилы 25 мм2  
ПуВ 300,"27,5 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+300,Пу: провод установочный  В: изоляция из ПВХ пластиката  300: номинальное сечение жилы 300 мм2  
ПуВ 35,"10,0 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+35,Пу: провод установочный  В: изоляция из ПВХ пластиката  35: номинальное сечение жилы 35 мм2  
"ПуВ 4,0","3,9 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+4%2C0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  4,0: номинальное сечение жилы 4,0 мм2  "
"ПуВ 6,0","4,4 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+6%2C0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  6,0: номинальное сечение жилы 6,0 мм2  "
ПуВ 70,"13,5 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+70,Пу: провод установочный  В: изоляция из ПВХ пластиката  70: номинальное сечение жилы 70 мм2  
ПуВ 95,"15,8 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+95,Пу: провод установочный  В: изоляция из ПВХ пластиката  95: номинальное сечение жилы 95 мм2  
"ПуВ-Т 0,5","2,0 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-0-5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  0,5: номинальное сечение жилы 0,5 мм2  "
